date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:19:23	15028/15028	---MCZ	200	added ('OK')	text/html	etag:W/%22c40df479f7bb3c28bc508b51ce798ab8%22	https://davis-html.vercel.app/blog-details.html	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/blog-details.html	(from https://davis-html.vercel.app/index3.html)
17:19:23	22903/22903	---M--	200	added ('OK')	image/jpeg	etag:%227a9aed891efbd06f037660261b39182d%22	https://davis-html.vercel.app/assets/img/blog/blog1.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/blog/blog1.jpg	(from https://davis-html.vercel.app/index3.html)
17:19:24	26691/26691	---M--	200	added ('OK')	image/jpeg	etag:%226a3b9a63268c085bc2eeca30e48221d6%22	https://davis-html.vercel.app/assets/img/blog/blog2.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/blog/blog2.jpg	(from https://davis-html.vercel.app/index3.html)
17:19:24	29740/29740	---M--	200	added ('OK')	image/jpeg	etag:%2279910f913c834217a15c5432d0fe150d%22	https://davis-html.vercel.app/assets/img/blog/blog3.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/blog/blog3.jpg	(from https://davis-html.vercel.app/index3.html)
17:19:24	97162/97162	---MCZ	200	added ('OK')	application/javascript	etag:W/%220fca26b5a37a66d68d0f4406976be4b5%22	https://davis-html.vercel.app/assets/js/jquery-1.12.4.min.js	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/js/jquery-1.12.4.min.js	(from https://davis-html.vercel.app/index3.html)
17:19:25	42663/42663	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cc08d055d731edc517e573cb67a278aa%22	https://davis-html.vercel.app/assets/js/jquery.slick.min.js	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/js/jquery.slick.min.js	(from https://davis-html.vercel.app/index3.html)
17:19:25	52580/52580	---MCZ	200	added ('OK')	application/javascript	etag:W/%224fefbd9ba3586d55c578f42ffc7af393%22	https://davis-html.vercel.app/assets/js/lightgallery.min.js	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/js/lightgallery.min.js	(from https://davis-html.vercel.app/index3.html)
17:19:25	8428/8428	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e93dbd84d74399a4791234c3a9349f56%22	https://davis-html.vercel.app/assets/js/wow.min.js	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/js/wow.min.js	(from https://davis-html.vercel.app/index3.html)
17:19:25	14832/14832	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255beb2d199be98741d390b934cd55b7d%22	https://davis-html.vercel.app/assets/js/ripples.min.js	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/js/ripples.min.js	(from https://davis-html.vercel.app/index3.html)
17:19:26	15558/15558	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e2374a0b9f6ce8a546f62fecf888a2f4%22	https://davis-html.vercel.app/assets/js/main.js	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/js/main.js	(from https://davis-html.vercel.app/index3.html)
17:19:26	134878/134878	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224a5d4d855d11fae79cc864bdacb2f479%22	https://davis-html.vercel.app/assets/fonts/fa-brands-400.eot	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-brands-400.eot	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:26	134878/134878	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224a5d4d855d11fae79cc864bdacb2f479%22	https://davis-html.vercel.app/assets/fonts/fa-brands-400.eot?	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-brands-400d41d.eot	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:27	77444/77444	---M--	200	added ('OK')	font/woff2	etag:%2291a23e8bf2b4b84c39311cb5eb23aaa0%22	https://davis-html.vercel.app/assets/fonts/fa-brands-400.woff2	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-brands-400.woff2	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:27	90872/90872	---M--	200	added ('OK')	font/woff	etag:%225734d789b25228cbafc64a58ae971aca%22	https://davis-html.vercel.app/assets/fonts/fa-brands-400.woff	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-brands-400.woff	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:27	134572/134572	---MCZ	200	added ('OK')	font/ttf	etag:W/%224c1da237bdae0773309df93b2cd48e09%22	https://davis-html.vercel.app/assets/fonts/fa-brands-400.ttf	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-brands-400.ttf	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:27	729325/729325	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22778b1f251bea7412048da95b87bf816f%22	https://davis-html.vercel.app/assets/fonts/fa-brands-400.svg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-brands-400.svg	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:28	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226b20949b3a679c30d09f64acd5d3317d%22	https://davis-html.vercel.app/assets/fonts/fa-regular-400.eot	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-regular-400.eot	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:28	34390/34390	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%226b20949b3a679c30d09f64acd5d3317d%22	https://davis-html.vercel.app/assets/fonts/fa-regular-400.eot?	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-regular-400d41d.eot	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:28	13596/13596	---M--	200	added ('OK')	font/woff2	etag:%225c674c9216c06ede2f618aa58ae71116%22	https://davis-html.vercel.app/assets/fonts/fa-regular-400.woff2	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-regular-400.woff2	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:28	16800/16800	---M--	200	added ('OK')	font/woff	etag:%22d44ad00c44e46fd29f6126fa7d888cde%22	https://davis-html.vercel.app/assets/fonts/fa-regular-400.woff	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-regular-400.woff	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:29	34092/34092	---MCZ	200	added ('OK')	font/ttf	etag:W/%22260be4f29c0b2ce47480afb23f38f237%22	https://davis-html.vercel.app/assets/fonts/fa-regular-400.ttf	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-regular-400.ttf	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:29	144322/144322	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2266578cdbb6dc01f527a53971051b3e85%22	https://davis-html.vercel.app/assets/fonts/fa-regular-400.svg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-regular-400.svg	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:29	204866/204866	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229a1672a8a8d91fbf82c71f451d495253%22	https://davis-html.vercel.app/assets/fonts/fa-solid-900.eot	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-solid-900.eot	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:29	204866/204866	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%229a1672a8a8d91fbf82c71f451d495253%22	https://davis-html.vercel.app/assets/fonts/fa-solid-900.eot?	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-solid-900d41d.eot	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:30	80328/80328	---M--	200	added ('OK')	font/woff2	etag:%22412a43d6840addd683665ec12c30f810%22	https://davis-html.vercel.app/assets/fonts/fa-solid-900.woff2	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-solid-900.woff2	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:30	104252/104252	---M--	200	added ('OK')	font/woff	etag:%22f3a7d3b5880544a91e9a7e6f8f35d4d2%22	https://davis-html.vercel.app/assets/fonts/fa-solid-900.woff	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-solid-900.woff	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:30	204580/204580	---MCZ	200	added ('OK')	font/ttf	etag:W/%22c65d154888aa166982dac3e72e7380ec%22	https://davis-html.vercel.app/assets/fonts/fa-solid-900.ttf	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-solid-900.ttf	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:31	910710/910710	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22486853107489520b3265b19b191626f8%22	https://davis-html.vercel.app/assets/fonts/fa-solid-900.svg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/fa-solid-900.svg	(from https://davis-html.vercel.app/assets/css/fontawesome.css)
17:19:31	4024/4024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ecff11700aad0000cf3503f537d1df17%22	https://davis-html.vercel.app/assets/fonts/lg.eot?n1z373	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/lgd641.eot	(from https://davis-html.vercel.app/assets/css/lightgallery.min.css)
17:19:31	4024/4024	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ecff11700aad0000cf3503f537d1df17%22	https://davis-html.vercel.app/assets/fonts/lg.eot?	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/lgd41d.eot	(from https://davis-html.vercel.app/assets/css/lightgallery.min.css)
17:19:31	3956/3956	---M--	200	added ('OK')	font/woff	etag:%225fd4c338c1a1b1eeeb2c7b0a0967773d%22	https://davis-html.vercel.app/assets/fonts/lg.woff?n1z373	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/lgd641.woff	(from https://davis-html.vercel.app/assets/css/lightgallery.min.css)
17:19:31	3880/3880	---MCZ	200	added ('OK')	font/ttf	etag:W/%224fe6f9caff8b287170d51d3d71d5e5c6%22	https://davis-html.vercel.app/assets/fonts/lg.ttf?n1z373	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/lgd641.ttf	(from https://davis-html.vercel.app/assets/css/lightgallery.min.css)
17:19:32	8855/8855	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2298d62b1e5f5b556facf319b19c6c7cba%22	https://davis-html.vercel.app/assets/fonts/lg.svg?n1z373	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/fonts/lgd641.svg	(from https://davis-html.vercel.app/assets/css/lightgallery.min.css)
17:19:32	3721/3721	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2011:49:35%20GMT	https://davis-html.vercel.app/assets/img/vimeo-play.png	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/vimeo-play.png	(from https://davis-html.vercel.app/assets/css/lightgallery.min.css)
17:19:32	3721/3721	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2011:49:35%20GMT	https://davis-html.vercel.app/assets/img/video-play.png	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/video-play.png	(from https://davis-html.vercel.app/assets/css/lightgallery.min.css)
17:19:32	3721/3721	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2006%20May%202024%2011:49:35%20GMT	https://davis-html.vercel.app/assets/img/youtube-play.png	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/youtube-play.png	(from https://davis-html.vercel.app/assets/css/lightgallery.min.css)
17:19:33	4178/4178	---M--	200	added ('OK')	image/gif	etag:%22bbdac9cda255c54bfd809110aff87898%22	https://davis-html.vercel.app/assets/img/loading.gif	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/loading.gif	(from https://davis-html.vercel.app/assets/css/lightgallery.min.css)
17:19:33	97436/97436	---M--	200	added ('OK')	image/jpeg	etag:%22c802de6280705f59bd66772ff59fd4ad%22	https://davis-html.vercel.app/assets/img/demo/demo1.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/demo/demo1.jpg	(from https://davis-html.vercel.app/index.html)
17:19:34	59803/59803	---MCZ	200	added ('OK')	text/html	etag:W/%22a078471c75b84fee60cd0c8715c4019b%22	https://davis-html.vercel.app/index1.html	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/index1.html	(from https://davis-html.vercel.app/index.html)
17:19:34	65268/65268	---M--	200	added ('OK')	image/jpeg	etag:%22635ddc4364f6064b5e6e34894bd4f442%22	https://davis-html.vercel.app/assets/img/demo/demo2.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/demo/demo2.jpg	(from https://davis-html.vercel.app/index.html)
17:19:34	58825/58825	---MCZ	200	added ('OK')	text/html	etag:W/%2223a544df1137e2fa6c4c726bebaa8be0%22	https://davis-html.vercel.app/index2.html	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/index2.html	(from https://davis-html.vercel.app/index.html)
17:19:34	77508/77508	---M--	200	added ('OK')	image/jpeg	etag:%2234a0384404476711fb69389357b45241%22	https://davis-html.vercel.app/assets/img/demo/demo4.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/demo/demo4.jpg	(from https://davis-html.vercel.app/index.html)
17:19:34	59131/59131	---MCZ	200	added ('OK')	text/html	etag:W/%228d42d2df82c952b4afd3df8f4c1c6a37%22	https://davis-html.vercel.app/index4.html	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/index4.html	(from https://davis-html.vercel.app/index.html)
17:19:35	86747/86747	---M--	200	added ('OK')	image/jpeg	etag:%222cf1bd1beed78844e8c94f0614bfa3ae%22	https://davis-html.vercel.app/assets/img/demo/demo3.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/demo/demo3.jpg	(from https://davis-html.vercel.app/index.html)
17:19:35	295771/295771	---M--	200	added ('OK')	image/jpeg	etag:%2246635aef319854e033689bf613b36fb1%22	https://davis-html.vercel.app/assets/img/hero-bg17.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/hero-bg17.jpg	(from https://davis-html.vercel.app/blog-details.html)
17:19:35	147632/147632	---M--	200	added ('OK')	image/jpeg	etag:%2229d17e23a9d462fcec483af449a3d659%22	https://davis-html.vercel.app/assets/img/hero-bg3.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/hero-bg3.jpg	(from https://davis-html.vercel.app/blog-details.html)
17:19:35	245360/245360	---M--	200	added ('OK')	image/jpeg	etag:%221f82fd84f8a685740f55f6a361ea5c0f%22	https://davis-html.vercel.app/assets/img/hero-bg4.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/hero-bg4.jpg	(from https://davis-html.vercel.app/blog-details.html)
17:19:36	234262/234262	---M--	200	added ('OK')	image/jpeg	etag:%2294fee7a023bc1b8096eb7932eae06960%22	https://davis-html.vercel.app/assets/img/hero-bg5.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/hero-bg5.jpg	(from https://davis-html.vercel.app/blog-details.html)
17:19:36	1492/1492	---M--	200	added ('OK')	image/jpeg	etag:%22b4263d49d50bf431b8170d9e2cb8d4ee%22	https://davis-html.vercel.app/assets/img/comment1.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/comment1.jpg	(from https://davis-html.vercel.app/blog-details.html)
17:19:36	1690/1690	---M--	200	added ('OK')	image/jpeg	etag:%221f063efeaba762c2f0d8355ea6e13634%22	https://davis-html.vercel.app/assets/img/comment2.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/comment2.jpg	(from https://davis-html.vercel.app/blog-details.html)
17:19:37	23364/23364	---MCZ	200	added ('OK')	application/javascript	etag:W/%2200debcf6cf0789a19cee2278011afcd4%22	https://davis-html.vercel.app/assets/js/particles.min.js	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/js/particles.min.js	(from https://davis-html.vercel.app/blog-details.html)
17:19:40	50373/50373	---M--	200	added ('OK')	image/jpeg	etag:%224d6d6cdb86e9610d1fac65fe4cdbba45%22	https://davis-html.vercel.app/assets/img/hero-bg-2.jpg	C:/websiteportfolio/www,websiteportfolio.com/davis-html.vercel.app/assets/img/hero-bg-2.jpg	(from https://davis-html.vercel.app/index4.html)
